id,action_id,action_type,cluster_name,agent_name,status,progress_percentage,steps,metadata,started_at,completed_at,created_at,updated_at
67,act-406474d1,drain_node,staging-use2-eks,cluster_manager-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-2729261-453da"",""namespace"":""payments"",""reason"":""disk_pressure""}",2026-06-07 01:40:55,2026-06-07 01:58:55,2026-06-07 01:40:55,2026-06-23 12:00:00
68,act-d8676b48,drain_node,prod-use2-eks,cluster_manager-prod-usw2-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""recommendation-e5d5555-c6e9b"",""namespace"":""search"",""reason"":""healthy""}",2026-06-16 11:48:12,,2026-06-16 11:48:12,2026-06-23 12:00:00
69,act-6be68583,cordon_node,prod-usw2-eks,worker-staging-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-28ebc77-cf7c8"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-06-19 15:49:41,2026-06-19 16:04:41,2026-06-19 15:49:41,2026-06-23 12:00:00
70,act-5d541d73,rollback_deploy,prod-use2-eks,cluster_manager-staging-use2-eks-01,running,74,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-1271443-2f040"",""namespace"":""search"",""reason"":""healthy""}",2026-06-03 09:02:13,,2026-06-03 09:02:13,2026-06-23 12:00:00
71,act-cec7dc13,cordon_node,prod-use2-eks,cluster_manager-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""inventory-svc-3e28589-98330"",""namespace"":""inventory"",""reason"":""healthy""}",2026-05-29 11:19:40,2026-05-29 11:20:40,2026-05-29 11:19:40,2026-06-23 12:00:00
72,act-f84ba1fc,rollback_deploy,staging-use2-eks,worker-prod-usw2-eks-02,failed,13,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""recommendation-2071c72-c0b22"",""namespace"":""search"",""reason"":""healthy""}",2026-06-12 06:55:43,,2026-06-12 06:55:43,2026-06-23 12:00:00
73,act-c0d15199,increase_memory_limit,staging-use2-eks,cluster_manager-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-2729261-453da"",""namespace"":""payments"",""reason"":""disk_pressure""}",2026-06-08 05:47:17,2026-06-08 06:03:17,2026-06-08 05:47:17,2026-06-23 12:00:00
74,act-83734ba8,rollback_deploy,prod-usw2-eks,worker-staging-use2-eks-03,failed,83,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-21c5d48-15186"",""namespace"":""orders"",""reason"":""oom_crashloop""}",2026-06-18 14:57:47,,2026-06-18 14:57:47,2026-06-23 12:00:00
75,act-bdfa691b,restart_pod,prod-use2-eks,worker-prod-usw2-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-7fa4649-debd8"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-06-14 09:55:32,,2026-06-14 09:55:32,2026-06-23 12:00:00
76,act-cf50127e,cordon_node,prod-use2-eks,worker-prod-usw2-eks-01,running,21,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ec6b034-0575b"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-01 02:36:00,,2026-06-01 02:36:00,2026-06-23 12:00:00
77,act-eaa117df,scale_deployment,prod-use2-eks,worker-staging-use2-eks-04,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""orders-api-e9b4a39-c3784"",""namespace"":""orders"",""reason"":""memory_leak""}",2026-06-15 18:03:12,,2026-06-15 18:03:12,2026-06-23 12:00:00
78,act-12184d27,drain_node,prod-use2-eks,worker-dr-use1-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""orders-api-7f89525-97cdd"",""namespace"":""orders"",""reason"":""memory_leak""}",2026-05-30 21:44:55,2026-05-30 21:54:55,2026-05-30 21:44:55,2026-06-23 12:00:00
79,act-d1dfb650,scale_deployment,prod-use2-eks,worker-dr-use1-eks-02,failed,34,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-0101b48-2b2af"",""namespace"":""checkout"",""reason"":""oom_crashloop""}",2026-06-15 12:02:50,,2026-06-15 12:02:50,2026-06-23 12:00:00
80,act-45fa42ae,rollback_deploy,prod-use2-eks,worker-dr-use1-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""image-resizer-7bb3c89-50e74"",""namespace"":""platform"",""reason"":""network_latency""}",2026-06-04 01:29:18,2026-06-04 01:35:18,2026-06-04 01:29:18,2026-06-23 12:00:00
81,act-9cfcbbff,drain_node,prod-usw2-eks,cluster_manager-staging-use2-eks-00,failed,14,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-f628153-c1833"",""namespace"":""checkout"",""reason"":""healthy""}",2026-05-29 18:20:03,,2026-05-29 18:20:03,2026-06-23 12:00:00
82,act-c4d9ff66,scale_deployment,prod-use2-eks,worker-dr-use1-eks-05,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-58c5e74-26d34"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-05-25 03:59:18,,2026-05-25 03:59:18,2026-06-23 12:00:00
83,act-96ee5dc3,restart_pod,staging-use2-eks,worker-dr-use1-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""session-store-a097c68-649a1"",""namespace"":""identity"",""reason"":""network_latency""}",2026-06-06 11:06:35,2026-06-06 11:13:35,2026-06-06 11:06:35,2026-06-23 12:00:00
84,act-2096278f,scale_deployment,prod-use2-eks,worker-prod-usw2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-47d4438-c55d7"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-05-25 16:39:54,2026-05-25 16:41:54,2026-05-25 16:39:54,2026-06-23 12:00:00
85,act-a3f5ed9d,increase_memory_limit,prod-use2-eks,worker-prod-use2-eks-04,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""coredns-47d4438-c55d7"",""namespace"":""kube-system"",""reason"":""disk_pressure""}",2026-06-05 08:42:24,2026-06-05 08:48:24,2026-06-05 08:42:24,2026-06-23 12:00:00
86,act-a3077a61,increase_memory_limit,prod-usw2-eks,strategist-staging-use2-eks-00,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""config-svc-370d832-a686a"",""namespace"":""platform"",""reason"":""healthy""}",2026-06-18 16:08:56,2026-06-18 16:13:56,2026-06-18 16:08:56,2026-06-23 12:00:00
87,act-b0f09db5,cordon_node,prod-use2-eks,worker-staging-use2-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-ec6b034-0575b"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-20 13:56:38,,2026-06-20 13:56:38,2026-06-23 12:00:00
88,act-3c5caefd,drain_node,prod-usw2-eks,worker-dr-use1-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-9683178-b7560"",""namespace"":""platform"",""reason"":""healthy""}",2026-05-31 23:32:17,,2026-05-31 23:32:17,2026-06-23 12:00:00
89,act-ca2e39e4,rollback_deploy,prod-usw2-eks,worker-staging-use2-eks-02,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""checkout-web-2e5d994-d724e"",""namespace"":""checkout"",""reason"":""healthy""}",2026-05-31 18:35:44,2026-05-31 18:38:44,2026-05-31 18:35:44,2026-06-23 12:00:00
90,act-c11a9782,increase_memory_limit,prod-usw2-eks,strategist-dr-use1-eks-00,failed,39,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""payments-api-b9a1287-dbbfe"",""namespace"":""payments"",""reason"":""memory_leak""}",2026-05-30 08:24:36,,2026-05-30 08:24:36,2026-06-23 12:00:00
91,act-7eeb77f2,rollback_deploy,prod-use2-eks,worker-staging-use2-eks-03,running,27,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""image-resizer-9994630-7c707"",""namespace"":""platform"",""reason"":""network_latency""}",2026-06-12 17:29:13,,2026-06-12 17:29:13,2026-06-23 12:00:00
92,act-faa84bd8,scale_deployment,prod-usw2-eks,worker-prod-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""payments-api-6c2b997-3e07d"",""namespace"":""payments"",""reason"":""healthy""}",2026-05-31 11:43:09,2026-05-31 11:48:09,2026-05-31 11:43:09,2026-06-23 12:00:00
93,act-5762d578,drain_node,prod-usw2-eks,worker-prod-usw2-eks-02,running,54,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-d4d3364-aac01"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-27 20:19:30,,2026-05-27 20:19:30,2026-06-23 12:00:00
94,act-e34798b0,increase_memory_limit,prod-usw2-eks,worker-prod-use2-eks-05,failed,54,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-37f1521-4cd3d"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-06-20 01:31:56,,2026-06-20 01:31:56,2026-06-23 12:00:00
95,act-436d6829,cordon_node,prod-use2-eks,worker-prod-usw2-eks-02,running,28,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""ledger-svc-204e643-7d23b"",""namespace"":""ledger"",""reason"":""cpu_throttle""}",2026-06-21 03:32:01,,2026-06-21 03:32:01,2026-06-23 12:00:00
96,act-8ccac0ec,drain_node,prod-use2-eks,cluster_manager-staging-use2-eks-00,running,83,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""notifications-1938743-28dca"",""namespace"":""notifications"",""reason"":""cpu_throttle""}",2026-06-15 16:27:31,,2026-06-15 16:27:31,2026-06-23 12:00:00
97,act-9e9ec32a,scale_deployment,prod-usw2-eks,worker-staging-use2-eks-03,running,26,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-7d2aa28-56f78"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-04 10:22:12,,2026-06-04 10:22:12,2026-06-23 12:00:00
98,act-6689d211,cordon_node,prod-usw2-eks,worker-dr-use1-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""checkout-web-2e5d994-d724e"",""namespace"":""checkout"",""reason"":""healthy""}",2026-06-23 04:57:21,,2026-06-23 04:57:21,2026-06-23 12:00:00
99,act-92ee1c2f,cordon_node,prod-usw2-eks,cluster_manager-dr-use1-eks-01,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-28ebc77-cf7c8"",""namespace"":""identity"",""reason"":""disk_pressure""}",2026-06-02 07:21:33,,2026-06-02 07:21:33,2026-06-23 12:00:00
100,act-2fbe21ec,increase_memory_limit,prod-use2-eks,cluster_manager-prod-usw2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""notifications-1938743-28dca"",""namespace"":""notifications"",""reason"":""cpu_throttle""}",2026-06-09 03:04:45,,2026-06-09 03:04:45,2026-06-23 12:00:00
101,act-1824083b,increase_memory_limit,dr-use1-eks,worker-prod-use2-eks-02,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-4ccbe67-9cbde"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-12 21:56:30,,2026-06-12 21:56:30,2026-06-23 12:00:00
102,act-589ed7ce,cordon_node,dr-use1-eks,worker-dr-use1-eks-04,running,46,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-d416b43-7cb20"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-21 07:35:22,,2026-06-21 07:35:22,2026-06-23 12:00:00
103,act-21fcbd5f,drain_node,prod-usw2-eks,worker-prod-use2-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-bf8f159-02345"",""namespace"":""inventory"",""reason"":""oom_crashloop""}",2026-06-18 06:16:03,,2026-06-18 06:16:03,2026-06-23 12:00:00
104,act-0494c035,rollback_deploy,prod-usw2-eks,worker-prod-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""auth-gateway-fb1c283-81cc8"",""namespace"":""identity"",""reason"":""healthy""}",2026-06-23 10:10:10,2026-06-23 10:11:10,2026-06-23 10:10:10,2026-06-23 12:00:00
105,act-988c3855,scale_deployment,dr-use1-eks,worker-prod-usw2-eks-04,failed,73,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""search-api-d416b43-7cb20"",""namespace"":""search"",""reason"":""disk_pressure""}",2026-06-07 07:03:33,,2026-06-07 07:03:33,2026-06-23 12:00:00
106,act-fc93b638,restart_pod,staging-use2-eks,worker-prod-use2-eks-05,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""recommendation-2071c72-c0b22"",""namespace"":""search"",""reason"":""healthy""}",2026-06-08 18:53:28,2026-06-08 19:02:28,2026-06-08 18:53:28,2026-06-23 12:00:00
107,act-73d365bf,rollback_deploy,dr-use1-eks,cluster_manager-prod-use2-eks-01,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""inventory-svc-4ccbe67-9cbde"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-13 05:51:12,2026-06-13 05:58:12,2026-06-13 05:51:12,2026-06-23 12:00:00
108,act-3cee8bfc,drain_node,prod-usw2-eks,worker-dr-use1-eks-00,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""coredns-4a8b365-1d9fc"",""namespace"":""kube-system"",""reason"":""network_latency""}",2026-05-28 04:56:15,,2026-05-28 04:56:15,2026-06-23 12:00:00
109,act-e44190f9,restart_pod,prod-use2-eks,worker-staging-use2-eks-03,pending,0,"[{""step"":""plan"",""done"":false},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""inventory-svc-3e28589-98330"",""namespace"":""inventory"",""reason"":""healthy""}",2026-06-14 16:09:32,,2026-06-14 16:09:32,2026-06-23 12:00:00
110,act-f4de72ff,restart_pod,prod-usw2-eks,worker-dr-use1-eks-04,running,38,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""auth-gateway-fb1c283-81cc8"",""namespace"":""identity"",""reason"":""healthy""}",2026-05-25 07:51:55,,2026-05-25 07:51:55,2026-06-23 12:00:00
111,act-f5eecfad,increase_memory_limit,prod-use2-eks,worker-staging-use2-eks-03,completed,100,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":true}]","{""pod"":""ledger-svc-1232e29-49ea1"",""namespace"":""ledger"",""reason"":""healthy""}",2026-05-25 21:02:30,2026-05-25 21:06:30,2026-05-25 21:02:30,2026-06-23 12:00:00
112,act-c4f2841c,increase_memory_limit,prod-use2-eks,cluster_manager-prod-usw2-eks-00,running,45,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":false},{""step"":""execute"",""done"":false},{""step"":""verify"",""done"":false}]","{""pod"":""config-svc-ddd1723-06ca5"",""namespace"":""platform"",""reason"":""healthy""}",2026-05-30 03:41:24,,2026-05-30 03:41:24,2026-06-23 12:00:00
113,act-7c03fe1b,scale_deployment,prod-use2-eks,worker-dr-use1-eks-00,failed,79,"[{""step"":""plan"",""done"":true},{""step"":""validate"",""done"":true},{""step"":""execute"",""done"":true},{""step"":""verify"",""done"":false}]","{""pod"":""session-store-4732511-0dba8"",""namespace"":""identity"",""reason"":""memory_leak""}",2026-06-19 14:45:44,,2026-06-19 14:45:44,2026-06-23 12:00:00
