cache_key,cache_value,created_at,expires_at
mc:prod-usw2-eks:ledger:ledger-svc-842cd31-95bfa:container_cpu_usage_seconds_total,"{""value"":48134.81,""ts"":""2026-06-23 10:19:24""}",2026-06-23 10:19:24,2026-06-23 10:24:24
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:container_fs_usage_bytes,"{""value"":26871.31,""ts"":""2026-06-23 06:47:59""}",2026-06-23 06:47:59,2026-06-23 06:52:59
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_memory_rss,"{""value"":92784.32,""ts"":""2026-06-23 10:21:57""}",2026-06-23 10:21:57,2026-06-23 10:26:57
mc:prod-use2-eks:inventory:inventory-svc-df6d343-0a45b:http_request_duration_ms,"{""value"":69046.68,""ts"":""2026-06-23 10:55:17""}",2026-06-23 10:55:17,2026-06-23 11:00:17
mc:prod-usw2-eks:search:search-api-15a6d76-12766:container_network_receive_bytes_total,"{""value"":89636.6,""ts"":""2026-06-23 08:31:53""}",2026-06-23 08:31:53,2026-06-23 08:36:53
mc:prod-usw2-eks:orders:orders-api-402bb51-ad48f:container_memory_rss,"{""value"":29462.08,""ts"":""2026-06-23 10:48:03""}",2026-06-23 10:48:03,2026-06-23 10:53:03
mc:staging-use2-eks:identity:auth-gateway-c975434-e6ef9:container_memory_rss,"{""value"":49964.49,""ts"":""2026-06-23 10:41:26""}",2026-06-23 10:41:26,2026-06-23 10:46:26
mc:prod-usw2-eks:orders:orders-api-402bb51-ad48f:http_requests_total,"{""value"":43790.17,""ts"":""2026-06-23 06:52:58""}",2026-06-23 06:52:58,2026-06-23 06:57:58
mc:prod-usw2-eks:orders:orders-worker-8482791-f2d9f:container_memory_working_set_bytes,"{""value"":86105.67,""ts"":""2026-06-23 10:58:22""}",2026-06-23 10:58:22,2026-06-23 11:03:22
mc:prod-use2-eks:search:search-api-4350294-dbefb:kube_pod_container_status_restarts_total,"{""value"":6252.39,""ts"":""2026-06-23 06:02:17""}",2026-06-23 06:02:17,2026-06-23 06:07:17
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:go_gc_duration_seconds,"{""value"":18023.61,""ts"":""2026-06-23 06:32:28""}",2026-06-23 06:32:28,2026-06-23 06:37:28
mc:prod-usw2-eks:payments:payments-api-423b015-b80bd:http_requests_total,"{""value"":26441.55,""ts"":""2026-06-23 07:10:32""}",2026-06-23 07:10:32,2026-06-23 07:15:32
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:kube_pod_container_status_restarts_total,"{""value"":50981.36,""ts"":""2026-06-23 10:46:30""}",2026-06-23 10:46:30,2026-06-23 10:51:30
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:container_memory_working_set_bytes,"{""value"":94868.2,""ts"":""2026-06-23 11:25:17""}",2026-06-23 11:25:17,2026-06-23 11:30:17
mc:dr-use1-eks:notifications:notifications-b036879-82982:container_network_receive_bytes_total,"{""value"":34282.34,""ts"":""2026-06-23 10:14:47""}",2026-06-23 10:14:47,2026-06-23 10:19:47
mc:prod-use2-eks:kube-system:coredns-e513a45-fb7bf:container_cpu_usage_seconds_total,"{""value"":18071.58,""ts"":""2026-06-23 11:19:21""}",2026-06-23 11:19:21,2026-06-23 11:24:21
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:http_requests_total,"{""value"":33598.32,""ts"":""2026-06-23 09:03:10""}",2026-06-23 09:03:10,2026-06-23 09:08:10
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:http_request_duration_ms,"{""value"":33364.23,""ts"":""2026-06-23 10:56:47""}",2026-06-23 10:56:47,2026-06-23 11:01:47
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:process_open_fds,"{""value"":40081.54,""ts"":""2026-06-23 07:42:33""}",2026-06-23 07:42:33,2026-06-23 07:47:33
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_network_receive_bytes_total,"{""value"":65894.74,""ts"":""2026-06-23 10:58:25""}",2026-06-23 10:58:25,2026-06-23 11:03:25
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_network_receive_bytes_total,"{""value"":81778.85,""ts"":""2026-06-23 11:20:28""}",2026-06-23 11:20:28,2026-06-23 11:25:28
mc:prod-use2-eks:platform:config-svc-ddd1723-06ca5:tcp_established,"{""value"":58032.23,""ts"":""2026-06-23 10:56:04""}",2026-06-23 10:56:04,2026-06-23 11:01:04
mc:prod-usw2-eks:checkout:cart-svc-0a94879-c1bba:container_fs_usage_bytes,"{""value"":31594.96,""ts"":""2026-06-23 10:45:06""}",2026-06-23 10:45:06,2026-06-23 10:50:06
mc:prod-use2-eks:identity:session-store-1ac5266-1ca26:go_gc_duration_seconds,"{""value"":4631.54,""ts"":""2026-06-23 07:53:12""}",2026-06-23 07:53:12,2026-06-23 07:58:12
mc:prod-usw2-eks:platform:image-resizer-9683178-b7560:go_gc_duration_seconds,"{""value"":23517.41,""ts"":""2026-06-23 11:47:52""}",2026-06-23 11:47:52,2026-06-23 11:52:52
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:container_network_receive_bytes_total,"{""value"":29571.53,""ts"":""2026-06-23 09:29:38""}",2026-06-23 09:29:38,2026-06-23 09:34:38
mc:prod-use2-eks:kube-system:coredns-47d4438-c55d7:container_memory_rss,"{""value"":82656.45,""ts"":""2026-06-23 09:35:55""}",2026-06-23 09:35:55,2026-06-23 09:40:55
mc:prod-usw2-eks:search:indexer-b957537-8aa20:process_open_fds,"{""value"":56984.51,""ts"":""2026-06-23 06:55:03""}",2026-06-23 06:55:03,2026-06-23 07:00:03
mc:prod-usw2-eks:inventory:inventory-svc-4453f63-e15f3:tcp_established,"{""value"":5080.16,""ts"":""2026-06-23 10:05:30""}",2026-06-23 10:05:30,2026-06-23 10:10:30
mc:prod-use2-eks:payments:payments-worker-6e38c94-75bbf:container_fs_usage_bytes,"{""value"":84164.17,""ts"":""2026-06-23 09:27:26""}",2026-06-23 09:27:26,2026-06-23 09:32:26
mc:prod-usw2-eks:checkout:checkout-web-c2b3638-fa6d0:http_request_duration_ms,"{""value"":93577.92,""ts"":""2026-06-23 11:44:16""}",2026-06-23 11:44:16,2026-06-23 11:49:16
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:container_fs_usage_bytes,"{""value"":16697.9,""ts"":""2026-06-23 10:51:04""}",2026-06-23 10:51:04,2026-06-23 10:56:04
mc:dr-use1-eks:orders:orders-worker-f884840-8265c:container_network_receive_bytes_total,"{""value"":47828.88,""ts"":""2026-06-23 06:25:11""}",2026-06-23 06:25:11,2026-06-23 06:30:11
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_memory_rss,"{""value"":15658.77,""ts"":""2026-06-23 11:58:20""}",2026-06-23 11:58:20,2026-06-23 12:03:20
mc:prod-use2-eks:ledger:ledger-svc-f4a6d64-16dde:process_open_fds,"{""value"":40862.93,""ts"":""2026-06-23 08:27:32""}",2026-06-23 08:27:32,2026-06-23 08:32:32
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:container_memory_rss,"{""value"":4619.47,""ts"":""2026-06-23 06:17:15""}",2026-06-23 06:17:15,2026-06-23 06:22:15
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:kube_pod_container_status_restarts_total,"{""value"":7960.59,""ts"":""2026-06-23 06:22:55""}",2026-06-23 06:22:55,2026-06-23 06:27:55
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:container_cpu_usage_seconds_total,"{""value"":74902.76,""ts"":""2026-06-23 11:51:53""}",2026-06-23 11:51:53,2026-06-23 11:56:53
mc:prod-use2-eks:ledger:ledger-svc-204e643-7d23b:container_fs_usage_bytes,"{""value"":60329.51,""ts"":""2026-06-23 11:14:20""}",2026-06-23 11:14:20,2026-06-23 11:19:20
mc:prod-use2-eks:orders:orders-worker-6ee3345-b0d20:tcp_established,"{""value"":37211.84,""ts"":""2026-06-23 07:41:06""}",2026-06-23 07:41:06,2026-06-23 07:46:06
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:tcp_established,"{""value"":71547.15,""ts"":""2026-06-23 10:30:34""}",2026-06-23 10:30:34,2026-06-23 10:35:34
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_cpu_usage_seconds_total,"{""value"":93729.6,""ts"":""2026-06-23 08:20:16""}",2026-06-23 08:20:16,2026-06-23 08:25:16
mc:dr-use1-eks:search:search-api-be84964-d972c:http_requests_total,"{""value"":84398.16,""ts"":""2026-06-23 11:34:07""}",2026-06-23 11:34:07,2026-06-23 11:39:07
mc:prod-usw2-eks:payments:payments-worker-bbc0947-0aa1a:container_memory_rss,"{""value"":38344.99,""ts"":""2026-06-23 07:06:05""}",2026-06-23 07:06:05,2026-06-23 07:11:05
mc:prod-use2-eks:payments:payments-api-58c5e74-26d34:http_request_duration_ms,"{""value"":91466.3,""ts"":""2026-06-23 10:34:29""}",2026-06-23 10:34:29,2026-06-23 10:39:29
mc:prod-use2-eks:search:indexer-b07f520-eaf04:go_gc_duration_seconds,"{""value"":71614.46,""ts"":""2026-06-23 11:05:16""}",2026-06-23 11:05:16,2026-06-23 11:10:16
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:go_gc_duration_seconds,"{""value"":56441.63,""ts"":""2026-06-23 07:37:19""}",2026-06-23 07:37:19,2026-06-23 07:42:19
mc:prod-usw2-eks:platform:image-resizer-6542c92-1100b:go_gc_duration_seconds,"{""value"":55917.85,""ts"":""2026-06-23 08:21:33""}",2026-06-23 08:21:33,2026-06-23 08:26:33
mc:prod-use2-eks:identity:session-store-4732511-0dba8:http_requests_total,"{""value"":88222.09,""ts"":""2026-06-23 06:42:42""}",2026-06-23 06:42:42,2026-06-23 06:47:42
mc:staging-use2-eks:notifications:notifications-26e9347-44fc8:tcp_established,"{""value"":89967.57,""ts"":""2026-06-23 07:08:52""}",2026-06-23 07:08:52,2026-06-23 07:13:52
mc:staging-use2-eks:payments:payments-api-2729261-453da:container_memory_working_set_bytes,"{""value"":99586.02,""ts"":""2026-06-23 06:18:16""}",2026-06-23 06:18:16,2026-06-23 06:23:16
mc:prod-use2-eks:checkout:cart-svc-26a7d77-aafdc:go_gc_duration_seconds,"{""value"":5703.73,""ts"":""2026-06-23 11:34:49""}",2026-06-23 11:34:49,2026-06-23 11:39:49
mc:prod-usw2-eks:notifications:notifications-abd2926-3451e:container_network_receive_bytes_total,"{""value"":17501.2,""ts"":""2026-06-23 10:11:59""}",2026-06-23 10:11:59,2026-06-23 10:16:59
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:tcp_established,"{""value"":51369.85,""ts"":""2026-06-23 07:24:25""}",2026-06-23 07:24:25,2026-06-23 07:29:25
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:kube_pod_container_status_restarts_total,"{""value"":82056.3,""ts"":""2026-06-23 11:48:07""}",2026-06-23 11:48:07,2026-06-23 11:53:07
mc:prod-use2-eks:search:indexer-4680271-0a829:http_requests_total,"{""value"":83967.72,""ts"":""2026-06-23 09:28:32""}",2026-06-23 09:28:32,2026-06-23 09:33:32
mc:prod-use2-eks:orders:orders-api-7f89525-97cdd:container_memory_working_set_bytes,"{""value"":34164.02,""ts"":""2026-06-23 11:52:22""}",2026-06-23 11:52:22,2026-06-23 11:57:22
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:container_fs_usage_bytes,"{""value"":87700.98,""ts"":""2026-06-23 10:53:29""}",2026-06-23 10:53:29,2026-06-23 10:58:29
mc:prod-usw2-eks:kube-system:metrics-server-6162d13-d4a14:http_requests_total,"{""value"":15504.93,""ts"":""2026-06-23 11:00:22""}",2026-06-23 11:00:22,2026-06-23 11:05:22
mc:dr-use1-eks:orders:orders-api-8330e48-f22f4:container_network_receive_bytes_total,"{""value"":23885.95,""ts"":""2026-06-23 10:35:02""}",2026-06-23 10:35:02,2026-06-23 10:40:02
mc:prod-usw2-eks:checkout:checkout-web-f628153-c1833:container_memory_rss,"{""value"":2132.55,""ts"":""2026-06-23 09:28:20""}",2026-06-23 09:28:20,2026-06-23 09:33:20
mc:prod-usw2-eks:identity:auth-gateway-7d2aa28-56f78:kube_pod_container_status_restarts_total,"{""value"":26270.2,""ts"":""2026-06-23 09:38:40""}",2026-06-23 09:38:40,2026-06-23 09:43:40
mc:staging-use2-eks:identity:auth-gateway-41b4f33-14ef9:go_gc_duration_seconds,"{""value"":99051.9,""ts"":""2026-06-23 10:52:39""}",2026-06-23 10:52:39,2026-06-23 10:57:39
mc:prod-use2-eks:orders:orders-worker-9681c18-374c7:kube_pod_container_status_restarts_total,"{""value"":47532.94,""ts"":""2026-06-23 09:32:23""}",2026-06-23 09:32:23,2026-06-23 09:37:23
mc:prod-use2-eks:search:search-api-4350294-dbefb:go_gc_duration_seconds,"{""value"":18727.7,""ts"":""2026-06-23 09:27:53""}",2026-06-23 09:27:53,2026-06-23 09:32:53
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:process_open_fds,"{""value"":29452.8,""ts"":""2026-06-23 11:25:11""}",2026-06-23 11:25:11,2026-06-23 11:30:11
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:container_cpu_usage_seconds_total,"{""value"":97491.95,""ts"":""2026-06-23 09:04:17""}",2026-06-23 09:04:17,2026-06-23 09:09:17
mc:staging-use2-eks:checkout:checkout-web-2b77739-52fdd:kube_pod_container_status_restarts_total,"{""value"":3607.57,""ts"":""2026-06-23 07:31:13""}",2026-06-23 07:31:13,2026-06-23 07:36:13
mc:prod-usw2-eks:identity:session-store-d825e25-14f9f:container_memory_rss,"{""value"":53548.45,""ts"":""2026-06-23 11:59:30""}",2026-06-23 11:59:30,2026-06-23 12:04:30
mc:prod-use2-eks:payments:payments-api-c9c2b74-00142:container_memory_working_set_bytes,"{""value"":35574.85,""ts"":""2026-06-23 10:43:21""}",2026-06-23 10:43:21,2026-06-23 10:48:21
mc:prod-usw2-eks:ledger:ledger-svc-2014124-29b88:process_open_fds,"{""value"":85135.82,""ts"":""2026-06-23 09:21:20""}",2026-06-23 09:21:20,2026-06-23 09:26:20
mc:prod-use2-eks:search:search-api-4350294-dbefb:tcp_established,"{""value"":44177.26,""ts"":""2026-06-23 08:06:53""}",2026-06-23 08:06:53,2026-06-23 08:11:53
mc:prod-use2-eks:search:indexer-b07f520-eaf04:http_requests_total,"{""value"":54579.72,""ts"":""2026-06-23 11:09:33""}",2026-06-23 11:09:33,2026-06-23 11:14:33
mc:prod-usw2-eks:ledger:ledger-svc-0744083-43011:container_network_receive_bytes_total,"{""value"":64572.63,""ts"":""2026-06-23 07:11:15""}",2026-06-23 07:11:15,2026-06-23 07:16:15
mc:prod-usw2-eks:identity:auth-gateway-ebb2b70-575e4:container_fs_usage_bytes,"{""value"":479.27,""ts"":""2026-06-23 08:57:37""}",2026-06-23 08:57:37,2026-06-23 09:02:37
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:container_memory_rss,"{""value"":52536.57,""ts"":""2026-06-23 07:44:39""}",2026-06-23 07:44:39,2026-06-23 07:49:39
mc:prod-usw2-eks:payments:payments-api-6c2b997-3e07d:tcp_established,"{""value"":78416.37,""ts"":""2026-06-23 09:37:51""}",2026-06-23 09:37:51,2026-06-23 09:42:51
mc:prod-usw2-eks:payments:payments-api-b9a1287-dbbfe:container_fs_usage_bytes,"{""value"":58735.17,""ts"":""2026-06-23 06:48:12""}",2026-06-23 06:48:12,2026-06-23 06:53:12
mc:prod-usw2-eks:search:search-api-15a6d76-12766:http_request_duration_ms,"{""value"":45674.02,""ts"":""2026-06-23 10:16:33""}",2026-06-23 10:16:33,2026-06-23 10:21:33
mc:prod-use2-eks:identity:auth-gateway-bf1d422-2018d:container_fs_usage_bytes,"{""value"":1847.41,""ts"":""2026-06-23 07:34:40""}",2026-06-23 07:34:40,2026-06-23 07:39:40
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:http_request_duration_ms,"{""value"":57436.61,""ts"":""2026-06-23 11:50:10""}",2026-06-23 11:50:10,2026-06-23 11:55:10
mc:prod-use2-eks:search:search-api-61d1d17-0014f:container_memory_rss,"{""value"":89815.01,""ts"":""2026-06-23 10:26:42""}",2026-06-23 10:26:42,2026-06-23 10:31:42
mc:prod-usw2-eks:payments:payments-api-423b015-b80bd:process_open_fds,"{""value"":14340.59,""ts"":""2026-06-23 09:43:07""}",2026-06-23 09:43:07,2026-06-23 09:48:07
mc:dr-use1-eks:checkout:checkout-web-4263246-52f3a:http_request_duration_ms,"{""value"":50737.46,""ts"":""2026-06-23 11:49:10""}",2026-06-23 11:49:10,2026-06-23 11:54:10
mc:prod-use2-eks:platform:image-resizer-7bb3c89-50e74:process_open_fds,"{""value"":89293.68,""ts"":""2026-06-23 07:48:55""}",2026-06-23 07:48:55,2026-06-23 07:53:55
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:container_memory_working_set_bytes,"{""value"":8526.92,""ts"":""2026-06-23 08:50:55""}",2026-06-23 08:50:55,2026-06-23 08:55:55
mc:prod-usw2-eks:ledger:ledger-svc-0744083-43011:container_fs_usage_bytes,"{""value"":91135.08,""ts"":""2026-06-23 09:06:01""}",2026-06-23 09:06:01,2026-06-23 09:11:01
mc:prod-use2-eks:ledger:ledger-svc-1232e29-49ea1:http_requests_total,"{""value"":40625.78,""ts"":""2026-06-23 07:55:15""}",2026-06-23 07:55:15,2026-06-23 08:00:15
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:tcp_established,"{""value"":31534.47,""ts"":""2026-06-23 10:44:27""}",2026-06-23 10:44:27,2026-06-23 10:49:27
mc:dr-use1-eks:inventory:inventory-svc-4ccbe67-9cbde:tcp_established,"{""value"":61957.3,""ts"":""2026-06-23 11:51:29""}",2026-06-23 11:51:29,2026-06-23 11:56:29
mc:prod-usw2-eks:checkout:cart-svc-0a94879-c1bba:container_cpu_usage_seconds_total,"{""value"":8497.12,""ts"":""2026-06-23 08:53:58""}",2026-06-23 08:53:58,2026-06-23 08:58:58
mc:prod-use2-eks:search:indexer-b07f520-eaf04:process_open_fds,"{""value"":9874.17,""ts"":""2026-06-23 07:29:08""}",2026-06-23 07:29:08,2026-06-23 07:34:08
mc:prod-usw2-eks:orders:orders-api-21c5d48-15186:container_network_receive_bytes_total,"{""value"":35651.97,""ts"":""2026-06-23 07:38:33""}",2026-06-23 07:38:33,2026-06-23 07:43:33
mc:prod-usw2-eks:search:search-api-8352074-5b766:container_memory_rss,"{""value"":52093.03,""ts"":""2026-06-23 08:17:14""}",2026-06-23 08:17:14,2026-06-23 08:22:14
mc:prod-use2-eks:payments:payments-api-58c5e74-26d34:process_open_fds,"{""value"":55658.52,""ts"":""2026-06-23 11:34:55""}",2026-06-23 11:34:55,2026-06-23 11:39:55
mc:prod-usw2-eks:kube-system:coredns-4a8b365-1d9fc:container_memory_rss,"{""value"":68883.55,""ts"":""2026-06-23 09:29:42""}",2026-06-23 09:29:42,2026-06-23 09:34:42
mc:prod-use2-eks:identity:auth-gateway-9bddb17-f3d59:http_request_duration_ms,"{""value"":65760.72,""ts"":""2026-06-23 09:50:37""}",2026-06-23 09:50:37,2026-06-23 09:55:37
mc:prod-usw2-eks:search:recommendation-87e3198-026ea:container_network_receive_bytes_total,"{""value"":13832.14,""ts"":""2026-06-23 08:46:01""}",2026-06-23 08:46:01,2026-06-23 08:51:01
mc:prod-use2-eks:orders:orders-api-bfb2f93-32ad3:http_requests_total,"{""value"":1190.18,""ts"":""2026-06-23 08:42:29""}",2026-06-23 08:42:29,2026-06-23 08:47:29
mc:prod-use2-eks:checkout:cart-svc-527eb80-045c0:kube_pod_container_status_restarts_total,"{""value"":71196.05,""ts"":""2026-06-23 06:24:17""}",2026-06-23 06:24:17,2026-06-23 06:29:17
mc:prod-usw2-eks:orders:orders-api-cbca488-26609:container_memory_rss,"{""value"":31825.5,""ts"":""2026-06-23 09:21:07""}",2026-06-23 09:21:07,2026-06-23 09:26:07
mc:prod-use2-eks:payments:payments-api-1ce3577-591ac:container_fs_usage_bytes,"{""value"":43571.71,""ts"":""2026-06-23 11:16:20""}",2026-06-23 11:16:20,2026-06-23 11:21:20
mc:prod-usw2-eks:search:search-api-8352074-5b766:http_request_duration_ms,"{""value"":88627.42,""ts"":""2026-06-23 07:09:57""}",2026-06-23 07:09:57,2026-06-23 07:14:57
mc:prod-use2-eks:payments:payments-worker-7a57672-86691:container_memory_rss,"{""value"":33545.97,""ts"":""2026-06-23 09:34:28""}",2026-06-23 09:34:28,2026-06-23 09:39:28
mc:prod-use2-eks:checkout:checkout-web-47df111-4e24c:container_memory_working_set_bytes,"{""value"":11553.17,""ts"":""2026-06-23 10:48:12""}",2026-06-23 10:48:12,2026-06-23 10:53:12
mc:prod-usw2-eks:notifications:notifications-b2aff41-e1772:tcp_established,"{""value"":45262.69,""ts"":""2026-06-23 07:10:22""}",2026-06-23 07:10:22,2026-06-23 07:15:22
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:process_open_fds,"{""value"":79949.82,""ts"":""2026-06-23 10:42:20""}",2026-06-23 10:42:20,2026-06-23 10:47:20
mc:staging-use2-eks:search:recommendation-2071c72-c0b22:kube_pod_container_status_restarts_total,"{""value"":60372.25,""ts"":""2026-06-23 10:16:51""}",2026-06-23 10:16:51,2026-06-23 10:21:51
mc:dr-use1-eks:ledger:ledger-svc-e00a046-6e2d6:kube_pod_container_status_restarts_total,"{""value"":45001.83,""ts"":""2026-06-23 06:56:11""}",2026-06-23 06:56:11,2026-06-23 07:01:11
mc:prod-use2-eks:notifications:notifications-1938743-28dca:container_network_receive_bytes_total,"{""value"":82898.05,""ts"":""2026-06-23 11:23:23""}",2026-06-23 11:23:23,2026-06-23 11:28:23
mc:prod-usw2-eks:payments:payments-worker-b4be648-d2dcb:http_request_duration_ms,"{""value"":64897.79,""ts"":""2026-06-23 09:29:29""}",2026-06-23 09:29:29,2026-06-23 09:34:29
mc:prod-use2-eks:checkout:checkout-web-0101b48-2b2af:tcp_established,"{""value"":99296.43,""ts"":""2026-06-23 10:54:07""}",2026-06-23 10:54:07,2026-06-23 10:59:07
mc:prod-use2-eks:payments:payments-api-7fa4649-debd8:container_memory_rss,"{""value"":11843.59,""ts"":""2026-06-23 09:16:13""}",2026-06-23 09:16:13,2026-06-23 09:21:13
mc:prod-usw2-eks:identity:auth-gateway-d4d3364-aac01:container_memory_rss,"{""value"":9014.6,""ts"":""2026-06-23 07:48:41""}",2026-06-23 07:48:41,2026-06-23 07:53:41
mc:prod-usw2-eks:ledger:ledger-svc-2014124-29b88:tcp_established,"{""value"":73669.9,""ts"":""2026-06-23 06:36:58""}",2026-06-23 06:36:58,2026-06-23 06:41:58
mc:prod-usw2-eks:checkout:checkout-web-2e5d994-d724e:http_requests_total,"{""value"":56203.88,""ts"":""2026-06-23 10:27:03""}",2026-06-23 10:27:03,2026-06-23 10:32:03
mc:prod-use2-eks:identity:auth-gateway-7b28269-a7447:kube_pod_container_status_restarts_total,"{""value"":19659.59,""ts"":""2026-06-23 08:29:07""}",2026-06-23 08:29:07,2026-06-23 08:34:07
mc:prod-usw2-eks:identity:session-store-28ebc77-cf7c8:kube_pod_container_status_restarts_total,"{""value"":20744.42,""ts"":""2026-06-23 09:06:28""}",2026-06-23 09:06:28,2026-06-23 09:11:28
mc:prod-usw2-eks:platform:config-svc-370d832-a686a:http_request_duration_ms,"{""value"":98164.88,""ts"":""2026-06-23 11:35:26""}",2026-06-23 11:35:26,2026-06-23 11:40:26
mc:prod-use2-eks:search:search-api-4350294-dbefb:http_request_duration_ms,"{""value"":47862.83,""ts"":""2026-06-23 09:14:59""}",2026-06-23 09:14:59,2026-06-23 09:19:59
