id,pattern_type,pattern_name,cluster_name,namespace,signature_vector,confidence,occurrence_count,first_seen,last_seen,metadata,created_at
90,cpu_spike,indexer-sawtooth,dr-use1-eks,search,"[0.366,0.902,0.035,0.602,0.996,0.978,0.554,0.218,0.569,0.366,0.458,0.549]",0.9546,4,2026-05-20 04:41:53,2026-06-08 07:37:22,"{""svc"":""indexer"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
91,oom,orders-worker-plateau,prod-usw2-eks,orders,"[0.231,0.332,0.166,0.207,0.805,0.759,0.132,0.86,0.134,0.001,0.483,0.151]",0.8596,90,2026-05-14 19:12:50,2026-06-09 03:52:52,"{""svc"":""orders-worker"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
92,cpu_spike,image-resizer-plateau,prod-use2-eks,platform,"[0.807,0.536,0.141,0.793,0.37,0.37,0.354,0.673,0.573,0.273,0.449,0.136]",0.5281,98,2026-05-24 11:29:10,2026-06-18 13:23:05,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
93,crashloop,cart-svc-rampup,prod-use2-eks,checkout,"[0.288,0.591,0.314,0.643,0.158,0.064,0.923,0.748,0.981,0.079,0.338,0.444]",0.7049,190,2026-05-13 13:01:33,2026-05-30 01:17:02,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
94,oom,checkout-web-sawtooth,dr-use1-eks,checkout,"[0.858,0.219,0.457,0.115,0.523,0.816,0.749,0.214,0.077,0.769,0.794,0.312]",0.8868,101,2026-05-06 06:31:27,2026-06-08 21:14:52,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
95,latency,notifications-sawtooth,prod-use2-eks,notifications,"[0.061,0.042,0.582,0.99,0.07,0.993,0.659,0.521,0.506,0.008,0.448,0.286]",0.6696,120,2026-05-03 21:37:15,2026-06-13 03:47:38,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
96,crashloop,metrics-server-plateau,prod-usw2-eks,kube-system,"[0.828,0.325,0.071,0.98,0.664,0.704,0.224,0.352,0.246,0.146,0.932,0.662]",0.825,105,2026-04-29 04:44:59,2026-06-17 12:12:41,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
97,latency,ledger-svc-sawtooth,prod-usw2-eks,ledger,"[0.91,0.786,0.493,0.811,0.027,0.4,0.578,0.811,0.138,0.384,0.834,0.617]",0.5684,2,2026-04-28 11:31:38,2026-06-04 20:46:40,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
98,memory_leak,ledger-svc-rampup,prod-use2-eks,ledger,"[0.99,0.108,0.792,0.356,0.696,0.2,0.133,0.541,0.368,0.356,0.337,0.802]",0.6305,162,2026-05-10 13:47:47,2026-06-05 05:48:52,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
99,oom,checkout-web-sawtooth,prod-usw2-eks,checkout,"[0.501,0.466,0.562,0.273,0.283,0.003,0.205,0.716,0.557,0.736,0.299,0.657]",0.9326,20,2026-05-01 12:16:52,2026-06-07 10:20:51,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
100,oom,image-resizer-sawtooth,prod-use2-eks,platform,"[0.007,0.122,0.939,0.325,0.827,0.692,0.209,0.581,0.899,0.829,0.837,0.228]",0.9423,163,2026-05-06 06:49:55,2026-06-05 09:58:34,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
101,cpu_spike,search-api-sawtooth,dr-use1-eks,search,"[0.27,0.512,0.009,0.805,0.243,0.123,0.758,0.515,0.016,0.541,0.873,0.585]",0.7955,90,2026-04-29 10:37:08,2026-06-07 23:20:00,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
102,cpu_spike,search-api-spike,prod-usw2-eks,search,"[0.365,0.691,0.793,0.512,0.03,0.657,0.294,0.718,0.124,0.859,0.583,0.886]",0.7993,18,2026-05-06 04:07:15,2026-06-14 12:57:32,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
103,latency,ledger-svc-plateau,prod-use2-eks,ledger,"[0.347,0.908,0.888,0.79,0.436,0.86,0.417,0.944,0.861,0.529,0.865,0.706]",0.9228,91,2026-05-09 19:21:52,2026-06-02 02:40:58,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
104,memory_leak,checkout-web-plateau,prod-usw2-eks,checkout,"[0.322,0.366,0.33,0.261,0.33,0.869,0.406,0.552,0.458,0.781,0.312,0.779]",0.9206,107,2026-04-30 13:50:13,2026-06-01 09:33:29,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
105,latency,config-svc-spike,prod-usw2-eks,platform,"[0.646,0.296,0.168,0.108,0.217,0.718,0.024,0.89,0.122,0.316,0.084,0.944]",0.6066,113,2026-05-04 14:12:12,2026-05-31 00:59:41,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
106,oom,auth-gateway-spike,prod-use2-eks,identity,"[0.586,0.238,0.423,0.421,0.46,0.135,0.198,0.765,0.838,0.513,0.666,0.288]",0.7022,99,2026-05-13 11:01:00,2026-06-23 05:10:48,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
107,oom,inventory-svc-rampup,staging-use2-eks,inventory,"[0.13,0.886,0.066,0.114,0.904,0.978,0.267,0.208,0.955,0.01,0.045,0.246]",0.7895,123,2026-05-07 08:40:36,2026-05-24 19:20:19,"{""svc"":""inventory-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
108,oom,orders-api-spike,prod-use2-eks,orders,"[0.031,0.986,0.681,0.061,0.48,0.173,0.378,0.378,0.711,0.939,0.645,0.806]",0.6838,106,2026-04-27 13:53:31,2026-06-02 05:14:06,"{""svc"":""orders-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
109,cpu_spike,payments-worker-spike,prod-use2-eks,payments,"[0.163,0.571,0.819,0.465,0.644,0.246,0.023,0.336,0.727,0.345,0.456,0.739]",0.9306,79,2026-05-20 15:27:47,2026-06-16 13:54:54,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
110,memory_leak,auth-gateway-rampup,prod-use2-eks,identity,"[0.17,0.234,0.935,0.34,0.002,0.954,0.508,0.659,0.941,0.283,0.719,0.695]",0.8635,34,2026-05-01 18:42:29,2026-06-16 02:09:25,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
111,memory_leak,payments-api-spike,prod-usw2-eks,payments,"[0.571,0.371,0.778,0.39,0.093,0.098,0.501,0.329,0.595,0.592,0.261,0.317]",0.9168,18,2026-05-12 23:21:51,2026-06-23 11:29:25,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
112,crashloop,auth-gateway-spike,prod-usw2-eks,identity,"[0.993,0.322,0.943,0.008,0.745,0.728,0.683,0.18,0.09,0.501,0.74,0.613]",0.7938,164,2026-05-20 04:42:09,2026-06-20 05:08:09,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
113,crashloop,checkout-web-rampup,prod-usw2-eks,checkout,"[0.494,0.368,0.338,0.675,0.105,0.5,0.437,0.433,0.749,0.217,0.212,0.677]",0.5024,140,2026-04-25 23:10:55,2026-06-04 15:20:55,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
114,memory_leak,search-api-spike,prod-usw2-eks,search,"[0.863,0.938,0.802,0.778,0.853,0.667,0.956,0.924,0.035,0.119,0.797,0.165]",0.9367,17,2026-04-27 21:35:36,2026-06-09 08:03:45,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
115,memory_leak,ledger-svc-sawtooth,prod-use2-eks,ledger,"[0.2,0.504,0.172,0.741,0.183,0.684,0.067,0.861,0.09,0.977,0.365,0.862]",0.7621,73,2026-05-13 06:25:05,2026-06-14 21:00:05,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
116,latency,notifications-spike,prod-usw2-eks,notifications,"[0.965,0.853,0.361,0.601,0.806,0.321,0.817,0.817,0.68,0.144,0.506,0.907]",0.5775,192,2026-05-01 17:26:33,2026-06-07 15:43:48,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
117,cpu_spike,auth-gateway-spike,prod-use2-eks,identity,"[0.287,0.423,0.227,0.646,0.078,0.533,0.179,0.201,0.027,0.279,0.498,0.683]",0.5358,174,2026-04-26 22:27:02,2026-06-15 00:20:51,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
118,latency,auth-gateway-spike,prod-use2-eks,identity,"[0.936,0.084,0.751,0.132,0.731,0.499,0.081,0.395,0.315,0.205,0.439,0.326]",0.7532,128,2026-05-16 14:08:12,2026-05-24 13:36:04,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
119,crashloop,indexer-plateau,prod-usw2-eks,search,"[0.717,0.949,0.693,0.406,0.863,0.125,0.321,0.447,0.731,0.712,0.22,0.822]",0.5806,37,2026-05-10 18:57:01,2026-06-23 05:12:54,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
120,memory_leak,checkout-web-plateau,dr-use1-eks,checkout,"[0.044,0.854,0.57,0.603,0.772,0.287,0.925,0.526,0.85,0.709,0.452,0.423]",0.8938,188,2026-05-03 10:27:45,2026-06-01 12:06:50,"{""svc"":""checkout-web"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
121,crashloop,inventory-svc-rampup,prod-usw2-eks,inventory,"[0.622,0.117,0.901,0.766,0.275,0.224,0.619,0.414,0.765,0.756,0.548,0.648]",0.7133,66,2026-05-05 20:56:43,2026-06-21 16:34:46,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
122,crashloop,cart-svc-spike,prod-use2-eks,checkout,"[0.748,0.025,0.351,0.356,0.059,0.527,0.683,0.837,0.865,0.577,0.985,0.49]",0.5932,96,2026-04-29 00:15:48,2026-06-15 11:26:19,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
123,latency,payments-api-rampup,prod-usw2-eks,payments,"[0.702,0.655,0.129,0.337,0.571,0.746,0.593,0.937,0.677,0.165,0.902,0.347]",0.9648,54,2026-05-21 03:54:48,2026-06-18 17:39:09,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
124,memory_leak,ledger-svc-sawtooth,dr-use1-eks,ledger,"[0.415,0.154,0.1,0.768,0.182,0.174,0.273,0.031,0.697,0.748,0.792,0.606]",0.6669,110,2026-05-02 17:14:07,2026-06-06 02:41:41,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
125,cpu_spike,checkout-web-plateau,prod-usw2-eks,checkout,"[0.409,0.424,0.96,0.477,0.628,0.815,0.572,0.933,0.445,0.145,0.41,0.976]",0.9001,17,2026-05-11 19:43:15,2026-06-13 00:16:06,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
126,oom,payments-api-rampup,prod-usw2-eks,payments,"[0.405,0.107,0.745,0.345,0.27,0.268,0.936,0.612,0.949,0.817,0.403,0.88]",0.8625,162,2026-05-16 19:03:52,2026-06-04 16:24:39,"{""svc"":""payments-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
127,cpu_spike,recommendation-plateau,prod-use2-eks,search,"[0.506,0.563,0.572,0.964,0.81,0.683,0.166,0.639,0.971,0.607,0.318,0.029]",0.6902,142,2026-04-26 14:55:48,2026-05-29 05:46:08,"{""svc"":""recommendation"",""scenario"":""healthy""}",2026-06-23 12:00:00
128,memory_leak,search-api-spike,staging-use2-eks,search,"[0.387,0.991,0.172,0.743,0.802,0.987,0.052,0.628,0.197,0.549,0.65,0.926]",0.5099,44,2026-05-03 23:27:00,2026-06-13 15:31:14,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
129,memory_leak,payments-api-spike,prod-use2-eks,payments,"[0.714,0.158,0.163,0.351,0.987,0.88,0.494,0.775,0.868,0.662,0.503,0.903]",0.5978,187,2026-05-21 06:28:58,2026-06-02 01:29:48,"{""svc"":""payments-api"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
130,cpu_spike,orders-api-sawtooth,dr-use1-eks,orders,"[0.668,0.235,0.402,0.372,0.816,0.189,0.884,0.967,0.678,0.876,0.573,0.122]",0.543,106,2026-05-01 09:17:24,2026-06-03 10:04:50,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
131,latency,image-resizer-sawtooth,prod-use2-eks,platform,"[0.655,0.661,0.863,0.464,0.293,0.93,0.424,0.361,0.142,0.818,0.53,0.816]",0.5429,87,2026-05-04 22:21:01,2026-06-12 18:55:52,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
132,crashloop,search-api-rampup,dr-use1-eks,search,"[0.185,0.749,0.678,0.79,0.349,0.491,0.079,0.036,0.551,0.817,0.528,0.328]",0.6658,183,2026-05-05 23:15:36,2026-05-30 15:38:45,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
133,latency,notifications-sawtooth,prod-use2-eks,notifications,"[0.771,0.825,0.483,0.774,0.973,0.412,0.295,0.2,0.549,0.691,0.391,0.902]",0.842,31,2026-05-15 14:36:54,2026-05-24 19:56:35,"{""svc"":""notifications"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
134,latency,orders-worker-spike,prod-use2-eks,orders,"[0.966,0.238,0.691,0.84,0.4,0.622,0.211,0.772,0.37,0.265,0.457,0.246]",0.8206,148,2026-04-28 22:00:48,2026-06-05 03:35:08,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
135,oom,orders-worker-plateau,dr-use1-eks,orders,"[0.228,0.797,0.856,0.07,0.316,0.445,0.952,0.876,0.29,0.432,0.774,0.756]",0.7175,118,2026-04-29 13:29:05,2026-05-28 13:11:43,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
136,latency,orders-api-sawtooth,dr-use1-eks,orders,"[0.598,0.604,0.151,0.223,0.242,0.369,0.236,0.647,0.389,0.697,0.442,0.736]",0.7049,62,2026-05-15 23:19:49,2026-05-30 22:53:48,"{""svc"":""orders-api"",""scenario"":""network_latency""}",2026-06-23 12:00:00
137,oom,auth-gateway-rampup,staging-use2-eks,identity,"[0.723,0.294,0.47,0.017,0.241,0.535,0.692,0.637,0.842,0.941,0.183,0.684]",0.5494,196,2026-04-30 18:22:24,2026-05-29 06:08:12,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
138,crashloop,notifications-sawtooth,prod-usw2-eks,notifications,"[0.209,0.305,0.727,0.682,0.889,0.995,0.572,0.189,0.7,0.27,0.591,0.006]",0.6231,74,2026-05-13 16:33:43,2026-05-24 20:13:10,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
139,memory_leak,search-api-rampup,prod-use2-eks,search,"[0.664,0.55,0.959,0.418,0.911,0.688,0.256,0.547,0.535,0.917,0.799,0.964]",0.6299,108,2026-05-21 09:53:53,2026-06-19 19:15:55,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
140,memory_leak,auth-gateway-spike,prod-use2-eks,identity,"[0.329,0.154,0.515,0.368,0.091,0.905,0.974,0.012,0.928,0.566,0.849,0.045]",0.8284,104,2026-04-29 04:00:08,2026-06-19 00:38:14,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
141,oom,config-svc-plateau,staging-use2-eks,platform,"[0.271,0.17,0.691,0.76,0.7,0.349,0.568,0.072,0.43,0.858,0.6,0.737]",0.9686,190,2026-05-07 23:37:40,2026-06-23 10:40:59,"{""svc"":""config-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
142,latency,ledger-svc-spike,prod-usw2-eks,ledger,"[0.432,0.191,0.502,0.087,0.593,0.036,0.764,0.818,0.181,0.125,0.907,0.606]",0.8619,56,2026-05-06 18:28:35,2026-05-27 01:24:01,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
143,memory_leak,metrics-server-spike,prod-usw2-eks,kube-system,"[0.923,0.976,0.603,0.99,0.166,0.934,0.578,0.57,0.025,0.668,0.494,0.067]",0.567,175,2026-04-25 02:50:38,2026-06-10 07:37:38,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
144,memory_leak,payments-worker-sawtooth,prod-use2-eks,payments,"[0.657,0.358,0.23,0.621,0.274,0.484,0.601,0.41,0.532,0.148,0.79,0.992]",0.7711,156,2026-05-09 23:45:05,2026-06-10 04:08:53,"{""svc"":""payments-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
145,oom,auth-gateway-sawtooth,prod-usw2-eks,identity,"[0.295,0.548,0.631,0.025,0.089,0.035,0.74,0.164,0.507,0.962,0.669,0.812]",0.5177,170,2026-04-24 15:33:51,2026-06-07 16:49:55,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
146,crashloop,image-resizer-rampup,prod-usw2-eks,platform,"[0.249,0.113,0.586,0.759,0.43,0.93,0.56,0.339,0.554,0.967,0.937,0.197]",0.845,61,2026-05-01 08:37:05,2026-06-10 19:29:12,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
147,oom,image-resizer-plateau,prod-use2-eks,platform,"[0.966,0.094,0.694,0.236,0.704,0.113,0.788,0.338,0.48,0.213,0.076,0.395]",0.7257,115,2026-05-15 19:36:23,2026-06-20 07:04:22,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
148,memory_leak,metrics-server-rampup,prod-usw2-eks,kube-system,"[0.977,0.073,0.899,0.572,0.551,0.497,0.33,0.575,0.273,0.941,0.848,0.95]",0.6137,162,2026-05-11 12:05:05,2026-06-19 12:54:43,"{""svc"":""metrics-server"",""scenario"":""node_pressure""}",2026-06-23 12:00:00
149,oom,orders-worker-spike,dr-use1-eks,orders,"[0.949,0.854,0.111,0.532,0.905,0.579,0.948,0.657,0.243,0.849,0.826,0.166]",0.7795,172,2026-05-20 22:21:17,2026-05-25 05:09:33,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
150,cpu_spike,notifications-plateau,prod-usw2-eks,notifications,"[0.889,0.655,0.164,0.468,0.326,0.311,0.668,0.199,0.783,0.68,0.317,0.326]",0.6956,122,2026-05-24 09:07:39,2026-06-06 17:18:35,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
151,cpu_spike,notifications-spike,dr-use1-eks,notifications,"[0.46,0.977,0.65,0.303,0.206,0.867,0.081,0.807,0.066,0.878,0.08,0.719]",0.7153,158,2026-05-19 05:35:33,2026-06-19 03:32:07,"{""svc"":""notifications"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
152,cpu_spike,image-resizer-plateau,prod-usw2-eks,platform,"[0.94,0.787,0.061,0.15,0.497,0.231,0.417,0.115,0.799,0.22,0.63,0.86]",0.5456,4,2026-05-12 15:59:03,2026-06-20 00:06:07,"{""svc"":""image-resizer"",""scenario"":""healthy""}",2026-06-23 12:00:00
153,oom,session-store-sawtooth,prod-usw2-eks,identity,"[0.968,0.26,0.027,0.238,0.858,0.745,0.877,0.967,0.413,0.967,0.891,0.666]",0.8255,118,2026-04-24 14:20:47,2026-06-22 14:38:09,"{""svc"":""session-store"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
154,latency,indexer-spike,prod-use2-eks,search,"[0.431,0.297,0.924,0.071,0.642,0.312,0.081,0.496,0.19,0.363,0.692,0.283]",0.6707,85,2026-04-27 02:58:08,2026-06-11 03:19:29,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
155,oom,image-resizer-spike,prod-use2-eks,platform,"[0.73,0.561,0.034,0.403,0.732,0.253,0.589,0.121,0.137,0.726,0.573,0.435]",0.5617,131,2026-05-10 23:05:03,2026-06-21 12:35:05,"{""svc"":""image-resizer"",""scenario"":""network_latency""}",2026-06-23 12:00:00
156,cpu_spike,inventory-svc-spike,prod-usw2-eks,inventory,"[0.405,0.294,0.234,0.652,0.683,0.313,0.051,0.657,0.245,1.0,0.329,0.685]",0.7471,84,2026-04-27 18:09:23,2026-06-22 23:20:55,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
157,memory_leak,search-api-spike,prod-use2-eks,search,"[0.4,0.102,0.233,0.713,0.995,0.054,0.091,0.06,0.359,0.866,0.41,0.605]",0.8678,63,2026-05-20 22:35:10,2026-05-27 00:19:07,"{""svc"":""search-api"",""scenario"":""healthy""}",2026-06-23 12:00:00
158,latency,indexer-sawtooth,prod-use2-eks,search,"[0.164,0.854,0.3,0.478,0.325,0.956,0.762,0.913,0.433,0.151,0.95,0.004]",0.7941,71,2026-04-28 00:13:51,2026-06-10 06:56:38,"{""svc"":""indexer"",""scenario"":""healthy""}",2026-06-23 12:00:00
159,memory_leak,ledger-svc-spike,prod-use2-eks,ledger,"[0.397,0.112,0.304,0.054,0.2,0.889,0.047,0.54,0.709,0.0,0.671,0.095]",0.846,148,2026-05-20 22:43:54,2026-06-22 09:11:14,"{""svc"":""ledger-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
160,memory_leak,config-svc-rampup,prod-use2-eks,platform,"[0.56,0.41,0.675,0.421,0.638,0.511,0.985,0.297,0.363,0.884,0.238,0.596]",0.7593,55,2026-05-15 10:11:53,2026-06-05 22:08:50,"{""svc"":""config-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
161,memory_leak,ledger-svc-spike,prod-usw2-eks,ledger,"[0.633,0.245,0.82,0.642,0.784,0.077,0.614,0.86,0.848,0.564,0.588,0.064]",0.6578,80,2026-04-30 06:00:52,2026-06-11 08:17:21,"{""svc"":""ledger-svc"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
162,memory_leak,notifications-rampup,prod-usw2-eks,notifications,"[0.03,0.105,0.971,0.967,0.255,0.046,0.456,0.005,0.978,0.004,0.93,0.304]",0.9139,15,2026-04-30 09:47:26,2026-06-09 17:13:46,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
163,oom,cart-svc-plateau,prod-use2-eks,checkout,"[0.87,0.687,0.927,0.122,0.612,0.242,0.612,0.789,0.517,0.959,0.933,0.537]",0.6767,33,2026-05-12 14:26:33,2026-06-04 14:58:00,"{""svc"":""cart-svc"",""scenario"":""memory_leak""}",2026-06-23 12:00:00
164,oom,orders-api-sawtooth,prod-usw2-eks,orders,"[0.198,0.21,0.471,0.932,0.759,0.659,0.624,0.567,0.05,0.007,0.063,0.452]",0.6894,143,2026-04-25 21:21:25,2026-05-31 08:09:14,"{""svc"":""orders-api"",""scenario"":""oom_crashloop""}",2026-06-23 12:00:00
165,latency,config-svc-sawtooth,prod-use2-eks,platform,"[0.374,0.73,0.707,0.925,0.51,0.216,0.257,0.195,0.28,0.027,0.803,0.718]",0.9695,200,2026-05-03 16:07:04,2026-06-17 09:56:20,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
166,oom,ledger-svc-plateau,dr-use1-eks,ledger,"[0.888,0.099,0.265,0.242,0.22,0.083,0.51,0.745,0.872,0.893,0.557,0.372]",0.781,1,2026-05-10 20:59:54,2026-06-15 10:47:08,"{""svc"":""ledger-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
167,oom,config-svc-sawtooth,prod-use2-eks,platform,"[0.376,0.338,0.623,0.972,0.456,0.146,0.457,0.807,0.763,0.749,0.552,0.515]",0.643,34,2026-05-07 23:57:33,2026-06-14 20:19:32,"{""svc"":""config-svc"",""scenario"":""cpu_throttle""}",2026-06-23 12:00:00
168,crashloop,auth-gateway-rampup,prod-usw2-eks,identity,"[0.823,0.776,0.445,0.283,0.228,0.142,0.151,0.229,0.244,0.622,0.925,0.779]",0.6498,34,2026-05-24 06:49:36,2026-06-13 17:46:01,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
169,crashloop,search-api-sawtooth,dr-use1-eks,search,"[0.267,0.822,0.067,0.004,0.18,0.856,0.14,0.103,0.801,0.833,0.918,0.782]",0.658,127,2026-05-08 11:38:43,2026-05-28 13:00:31,"{""svc"":""search-api"",""scenario"":""disk_pressure""}",2026-06-23 12:00:00
170,memory_leak,inventory-svc-spike,prod-usw2-eks,inventory,"[0.669,0.643,0.495,0.855,0.151,0.049,0.605,0.268,0.917,0.095,0.618,0.415]",0.6156,139,2026-04-28 17:29:54,2026-05-28 21:21:52,"{""svc"":""inventory-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
171,memory_leak,notifications-spike,prod-use2-eks,notifications,"[0.931,0.446,0.259,0.987,0.939,0.094,0.2,0.667,0.22,0.922,0.414,0.653]",0.8111,89,2026-04-25 15:33:45,2026-05-28 19:45:00,"{""svc"":""notifications"",""scenario"":""healthy""}",2026-06-23 12:00:00
172,cpu_spike,auth-gateway-rampup,prod-use2-eks,identity,"[0.851,0.9,0.434,0.857,0.25,0.806,0.073,0.23,0.626,0.921,0.29,0.76]",0.7864,175,2026-04-24 13:30:41,2026-05-30 19:25:09,"{""svc"":""auth-gateway"",""scenario"":""healthy""}",2026-06-23 12:00:00
173,cpu_spike,cart-svc-spike,dr-use1-eks,checkout,"[0.735,0.949,0.961,0.832,0.468,0.318,0.729,0.936,0.223,0.021,0.094,0.184]",0.6791,133,2026-05-01 22:10:50,2026-06-12 21:52:39,"{""svc"":""cart-svc"",""scenario"":""healthy""}",2026-06-23 12:00:00
174,memory_leak,checkout-web-plateau,prod-use2-eks,checkout,"[0.536,0.061,0.076,0.781,0.421,0.378,0.028,0.475,0.407,0.818,0.377,0.881]",0.6891,85,2026-05-05 02:08:22,2026-06-07 08:35:16,"{""svc"":""checkout-web"",""scenario"":""healthy""}",2026-06-23 12:00:00
175,crashloop,orders-worker-plateau,dr-use1-eks,orders,"[0.496,0.909,0.729,0.119,0.901,0.302,0.048,0.865,0.17,0.285,0.04,0.039]",0.8813,30,2026-05-21 00:20:39,2026-06-10 21:47:28,"{""svc"":""orders-worker"",""scenario"":""healthy""}",2026-06-23 12:00:00
