id,agent_id,agent_type,agent_layer,cluster_group,environment,status,last_heartbeat,uptime_seconds,messages_processed,predictions_made,escalations_sent,actions_executed,created_at,updated_at
150,worker-prod-use2-eks-h011,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:51,666138,12046,34726,1578,4122,2026-06-15 18:57:42,2026-06-23 12:00:00
151,worker-prod-use2-eks-h012,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:00,1877205,44762,10563,1298,4068,2026-06-01 18:33:15,2026-06-23 12:00:00
152,worker-prod-use2-eks-h013,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:19,2055817,94781,3034,1784,7069,2026-05-30 16:56:23,2026-06-23 12:00:00
153,worker-prod-use2-eks-h014,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:26,10552,469855,37272,3612,2925,2026-06-23 09:04:08,2026-06-23 12:00:00
154,worker-prod-use2-eks-h015,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:59:52,428218,338239,16942,3110,4267,2026-06-18 13:03:02,2026-06-23 12:00:00
155,worker-prod-use2-eks-h016,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:22,2052747,428375,29098,188,113,2026-05-30 17:47:33,2026-06-23 12:00:00
156,worker-prod-use2-eks-h017,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:41,511396,164297,21925,2657,5449,2026-06-17 13:56:44,2026-06-23 12:00:00
157,worker-prod-use2-eks-h018,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:12,961516,268227,18202,3775,3240,2026-06-12 08:54:44,2026-06-23 12:00:00
158,worker-prod-use2-eks-h019,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:18,926829,383376,7584,1070,7332,2026-06-12 18:32:51,2026-06-23 12:00:00
159,worker-prod-use2-eks-h020,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:58:29,1048465,445175,2911,3881,4129,2026-06-11 08:45:35,2026-06-23 12:00:00
160,worker-prod-use2-eks-h021,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:24,1341196,211879,1754,3326,7878,2026-06-07 23:26:44,2026-06-23 12:00:00
161,worker-prod-use2-eks-h022,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:08,431204,175183,33078,1468,6883,2026-06-18 12:13:16,2026-06-23 12:00:00
162,worker-prod-use2-eks-h023,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:01,2339980,400862,8547,419,6391,2026-05-27 10:00:20,2026-06-23 12:00:00
163,worker-prod-use2-eks-h024,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:41,473847,289047,8312,3266,2542,2026-06-18 00:22:33,2026-06-23 12:00:00
164,worker-prod-use2-eks-h025,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:56:29,1605384,471033,30367,2520,3377,2026-06-04 22:03:36,2026-06-23 12:00:00
165,worker-prod-use2-eks-h026,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:30,2159758,115754,24455,2319,6778,2026-05-29 12:04:02,2026-06-23 12:00:00
166,worker-prod-use2-eks-h027,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:45,2392167,54524,29636,2309,5985,2026-05-26 19:30:33,2026-06-23 12:00:00
167,worker-prod-use2-eks-h028,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:55:19,1657748,291449,33932,2747,2253,2026-06-04 07:30:52,2026-06-23 12:00:00
168,worker-prod-use2-eks-h029,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:56:41,1300014,17582,35487,2508,2267,2026-06-08 10:53:06,2026-06-23 12:00:00
169,worker-prod-use2-eks-h030,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:50,1862886,481246,29511,1921,7640,2026-06-01 22:31:54,2026-06-23 12:00:00
170,worker-prod-use2-eks-h031,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:35,583920,7055,37076,1756,2279,2026-06-16 17:48:00,2026-06-23 12:00:00
171,worker-prod-use2-eks-h032,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:58:14,449461,414119,37037,1682,4781,2026-06-18 07:08:59,2026-06-23 12:00:00
172,worker-prod-use2-eks-h033,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:45,2243595,159918,24651,2960,5379,2026-05-28 12:46:45,2026-06-23 12:00:00
173,worker-prod-use2-eks-h000,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:56:45,1265020,341381,26402,244,6132,2026-06-08 20:36:20,2026-06-23 12:00:00
174,worker-prod-use2-eks-h001,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:39,586036,78513,34873,432,3504,2026-06-16 17:12:44,2026-06-23 12:00:00
175,worker-prod-use2-eks-h002,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:45,2144565,55264,30010,575,5436,2026-05-29 16:17:15,2026-06-23 12:00:00
176,worker-prod-use2-eks-h003,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:43,1519336,239187,18987,2959,7441,2026-06-05 21:57:44,2026-06-23 12:00:00
177,worker-prod-use2-eks-h004,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:21,2328234,354898,27988,3828,1277,2026-05-27 13:16:06,2026-06-23 12:00:00
178,worker-prod-use2-eks-h005,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:55:09,1792544,192695,9534,1622,3461,2026-06-02 18:04:16,2026-06-23 12:00:00
179,worker-prod-use2-eks-h006,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:10,2054758,86156,6743,1693,7585,2026-05-30 17:14:02,2026-06-23 12:00:00
180,worker-prod-use2-eks-h007,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:38,2365266,262213,22117,2179,2425,2026-05-27 02:58:54,2026-06-23 12:00:00
181,worker-prod-use2-eks-h008,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:44,2383685,459436,38734,3915,5855,2026-05-26 21:51:55,2026-06-23 12:00:00
182,worker-prod-use2-eks-h009,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:32,67554,176491,19679,3,5018,2026-06-22 17:14:06,2026-06-23 12:00:00
183,worker-prod-use2-eks-h010,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:48,728070,222617,39956,997,5271,2026-06-15 01:45:30,2026-06-23 12:00:00
184,worker-prod-use2-eks-h011,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:17,2341045,184023,15478,288,5027,2026-05-27 09:42:35,2026-06-23 12:00:00
185,worker-prod-use2-eks-h012,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:22,1627956,282546,15339,649,5707,2026-06-04 15:47:24,2026-06-23 12:00:00
186,worker-prod-use2-eks-h013,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:59:12,1651281,393365,10091,3031,3292,2026-06-04 09:18:39,2026-06-23 12:00:00
187,worker-prod-use2-eks-h014,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:56:00,2347300,476346,19372,855,4854,2026-05-27 07:58:20,2026-06-23 12:00:00
188,worker-prod-use2-eks-h015,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:26,104925,38161,26541,599,5536,2026-06-22 06:51:15,2026-06-23 12:00:00
189,worker-prod-use2-eks-h016,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:07,486477,53308,30846,520,6022,2026-06-17 20:52:03,2026-06-23 12:00:00
190,worker-prod-use2-eks-h017,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:18,416525,261690,7235,803,5900,2026-06-18 16:17:55,2026-06-23 12:00:00
191,worker-prod-use2-eks-h018,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:12,1929134,131029,34713,1253,1809,2026-06-01 04:07:46,2026-06-23 12:00:00
192,worker-prod-use2-eks-h019,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:58:55,175307,186105,38289,3010,6816,2026-06-21 11:18:13,2026-06-23 12:00:00
193,worker-prod-use2-eks-h020,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:34,620899,422606,33569,2351,2211,2026-06-16 07:31:41,2026-06-23 12:00:00
194,worker-prod-use2-eks-h021,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:55:34,824155,207239,20351,262,3068,2026-06-13 23:04:05,2026-06-23 12:00:00
195,worker-prod-use2-eks-h022,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:10,2250280,168981,18073,1758,6636,2026-05-28 10:55:20,2026-06-23 12:00:00
196,worker-prod-use2-eks-h023,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:56:46,415040,122617,12775,3718,5311,2026-06-18 16:42:40,2026-06-23 12:00:00
197,worker-prod-use2-eks-h024,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:16,343967,482335,29289,469,4794,2026-06-19 12:27:13,2026-06-23 12:00:00
198,worker-prod-use2-eks-h025,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:55,93151,246161,38139,3431,7960,2026-06-22 10:07:29,2026-06-23 12:00:00
199,worker-prod-use2-eks-h026,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:17,694092,44506,8525,2179,3357,2026-06-15 11:11:48,2026-06-23 12:00:00
200,worker-prod-use2-eks-h027,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:31,2081844,326438,14348,1356,3772,2026-05-30 09:42:36,2026-06-23 12:00:00
201,worker-prod-use2-eks-h028,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:16,2427545,23914,29081,2554,3575,2026-05-26 09:40:55,2026-06-23 12:00:00
202,worker-prod-use2-eks-h029,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:19,1186331,288943,18052,2620,4690,2026-06-09 18:27:49,2026-06-23 12:00:00
203,worker-prod-use2-eks-h030,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:58:49,2562027,498266,7346,1541,1419,2026-05-24 20:19:33,2026-06-23 12:00:00
204,worker-prod-use2-eks-h031,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:20,2447872,37539,32209,3306,5649,2026-05-26 04:02:08,2026-06-23 12:00:00
205,worker-prod-use2-eks-h032,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:55:41,232145,220323,34703,1582,2051,2026-06-20 19:30:55,2026-06-23 12:00:00
206,worker-prod-use2-eks-h033,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:44,2239210,462144,36640,1840,7505,2026-05-28 13:59:50,2026-06-23 12:00:00
207,worker-prod-use2-eks-h000,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:57:36,2296062,356974,13122,581,147,2026-05-27 22:12:18,2026-06-23 12:00:00
208,worker-prod-use2-eks-h001,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:14,2249283,279362,19452,3175,4296,2026-05-28 11:11:57,2026-06-23 12:00:00
209,worker-prod-use2-eks-h002,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:01,2079630,181730,11518,291,4280,2026-05-30 10:19:30,2026-06-23 12:00:00
210,worker-prod-use2-eks-h003,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:59:43,1666632,152706,32868,3925,7798,2026-06-04 05:02:48,2026-06-23 12:00:00
211,worker-prod-use2-eks-h004,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:28,966766,353329,30552,254,748,2026-06-12 07:27:14,2026-06-23 12:00:00
212,worker-prod-use2-eks-h005,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:57,2316598,16751,25694,1285,3835,2026-05-27 16:30:02,2026-06-23 12:00:00
213,worker-prod-use2-eks-h006,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:08,1350877,155691,6576,3120,4601,2026-06-07 20:45:23,2026-06-23 12:00:00
214,worker-prod-use2-eks-h007,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:34,2596343,46728,3636,676,2560,2026-05-24 10:47:37,2026-06-23 12:00:00
215,worker-prod-use2-eks-h008,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:59:02,2547774,132719,32111,969,5268,2026-05-25 00:17:06,2026-06-23 12:00:00
216,worker-prod-use2-eks-h009,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:59:06,1304894,279451,9623,3328,1590,2026-06-08 09:31:46,2026-06-23 12:00:00
217,worker-prod-use2-eks-h010,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:56:07,2494473,72990,13755,1969,603,2026-05-25 15:05:27,2026-06-23 12:00:00
218,worker-prod-use2-eks-h011,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:22,1218100,379981,32255,3579,5187,2026-06-09 09:38:20,2026-06-23 12:00:00
219,worker-prod-use2-eks-h012,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:45,249897,492807,672,1303,6674,2026-06-20 14:35:03,2026-06-23 12:00:00
220,worker-prod-use2-eks-h013,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:55:56,2096688,457417,28082,3866,3384,2026-05-30 05:35:12,2026-06-23 12:00:00
221,worker-prod-use2-eks-h014,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:57,2329118,167046,38520,2939,4595,2026-05-27 13:01:22,2026-06-23 12:00:00
222,worker-prod-use2-eks-h015,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:20,815030,111485,21053,2181,6376,2026-06-14 01:36:10,2026-06-23 12:00:00
223,worker-prod-use2-eks-h016,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:33,2248883,146665,18699,623,7609,2026-05-28 11:18:37,2026-06-23 12:00:00
224,worker-prod-use2-eks-h017,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:55:33,241011,275301,9775,1544,3372,2026-06-20 17:03:09,2026-06-23 12:00:00
225,worker-prod-use2-eks-h018,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:20,1352652,428585,10686,2240,1045,2026-06-07 20:15:48,2026-06-23 12:00:00
226,worker-prod-use2-eks-h019,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:58:30,1694854,444714,34986,39,2620,2026-06-03 21:12:26,2026-06-23 12:00:00
227,worker-prod-use2-eks-h020,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:50,209232,392658,34179,999,4644,2026-06-21 01:52:48,2026-06-23 12:00:00
228,worker-prod-use2-eks-h021,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:40,12374,113176,34631,1765,2979,2026-06-23 08:33:46,2026-06-23 12:00:00
229,worker-prod-use2-eks-h022,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:58:22,1711624,47060,3418,2262,1438,2026-06-03 16:32:56,2026-06-23 12:00:00
230,worker-prod-use2-eks-h023,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:52,312147,279881,39967,2156,5937,2026-06-19 21:17:33,2026-06-23 12:00:00
231,worker-prod-use2-eks-h024,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:12,605982,136125,9297,290,4489,2026-06-16 11:40:18,2026-06-23 12:00:00
232,worker-prod-use2-eks-h025,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:59:39,754308,234652,20358,3624,6670,2026-06-14 18:28:12,2026-06-23 12:00:00
233,worker-prod-use2-eks-h026,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:55:17,435214,11643,17472,3084,627,2026-06-18 11:06:26,2026-06-23 12:00:00
234,worker-prod-use2-eks-h027,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:56:22,690135,40565,15359,528,4873,2026-06-15 12:17:45,2026-06-23 12:00:00
235,worker-prod-use2-eks-h028,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:56:03,948365,334959,5269,932,3602,2026-06-12 12:33:55,2026-06-23 12:00:00
236,worker-prod-use2-eks-h029,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:58:10,1655094,401780,3811,2508,2034,2026-06-04 08:15:06,2026-06-23 12:00:00
237,worker-prod-use2-eks-h030,worker,worker,prod-use2-eks,prod,degraded,2026-06-23 11:55:18,2338297,73981,19649,3250,225,2026-05-27 10:28:23,2026-06-23 12:00:00
238,worker-prod-use2-eks-h031,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:17,29800,321294,23917,2467,161,2026-06-23 03:43:20,2026-06-23 12:00:00
239,worker-prod-use2-eks-h032,worker,worker,prod-use2-eks,prod,active,2026-06-23 11:57:17,806283,123460,534,2957,4306,2026-06-14 04:01:57,2026-06-23 12:00:00
240,worker-prod-use2-eks-h033,worker,worker,prod-use2-eks,prod,stopped,2026-06-23 11:59:30,1050160,65189,4279,2499,1681,2026-06-11 08:17:20,2026-06-23 12:00:00
241,cluster_manager-prod-use2-eks-h000,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:38,1133706,486652,26787,3402,6839,2026-06-10 09:04:54,2026-06-23 12:00:00
242,cluster_manager-prod-use2-eks-h001,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:57:16,1024324,337578,12055,994,1637,2026-06-11 15:27:56,2026-06-23 12:00:00
243,cluster_manager-prod-use2-eks-h002,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:56:12,2072265,365367,21201,295,5429,2026-05-30 12:22:15,2026-06-23 12:00:00
244,cluster_manager-prod-use2-eks-h003,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:56:27,904328,485672,35090,3691,4647,2026-06-13 00:47:52,2026-06-23 12:00:00
245,cluster_manager-prod-use2-eks-h004,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:05,1723787,99618,37941,3783,2320,2026-06-03 13:10:13,2026-06-23 12:00:00
246,cluster_manager-prod-use2-eks-h005,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:17,965025,92341,27351,416,4036,2026-06-12 07:56:15,2026-06-23 12:00:00
247,cluster_manager-prod-use2-eks-h006,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:57:28,1915719,149958,22425,2790,6783,2026-06-01 07:51:21,2026-06-23 12:00:00
248,cluster_manager-prod-use2-eks-h007,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:55:08,1945739,250045,1215,1979,7874,2026-05-31 23:31:01,2026-06-23 12:00:00
249,cluster_manager-prod-use2-eks-h008,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:53,2584135,445176,5235,690,4274,2026-05-24 14:11:05,2026-06-23 12:00:00
250,cluster_manager-prod-use2-eks-h009,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:55:03,13352,472761,11218,3684,4156,2026-06-23 08:17:28,2026-06-23 12:00:00
251,cluster_manager-prod-use2-eks-h010,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:55:52,2459691,224927,9232,3444,5341,2026-05-26 00:45:09,2026-06-23 12:00:00
252,cluster_manager-prod-use2-eks-h011,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:59:26,1547583,427549,38143,3078,858,2026-06-05 14:06:57,2026-06-23 12:00:00
253,cluster_manager-prod-use2-eks-h012,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:57:42,929130,182824,7048,3947,2265,2026-06-12 17:54:30,2026-06-23 12:00:00
254,cluster_manager-prod-use2-eks-h013,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:56:41,1556992,75295,2539,2680,4280,2026-06-05 11:30:08,2026-06-23 12:00:00
255,cluster_manager-prod-use2-eks-h014,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:56:46,1051422,51238,37074,3939,6337,2026-06-11 07:56:18,2026-06-23 12:00:00
256,cluster_manager-prod-use2-eks-h015,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:58:19,1145791,5076,5843,2525,5324,2026-06-10 05:43:29,2026-06-23 12:00:00
257,cluster_manager-prod-use2-eks-h016,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:59:09,1129093,424746,20910,2555,2764,2026-06-10 10:21:47,2026-06-23 12:00:00
258,cluster_manager-prod-use2-eks-h017,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:55:11,1068149,174297,36631,2303,6093,2026-06-11 03:17:31,2026-06-23 12:00:00
259,cluster_manager-prod-use2-eks-h018,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:14,1672525,86177,12978,175,3732,2026-06-04 03:24:35,2026-06-23 12:00:00
260,cluster_manager-prod-use2-eks-h019,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:38,2230710,219933,17214,1590,2322,2026-05-28 16:21:30,2026-06-23 12:00:00
261,cluster_manager-prod-use2-eks-h020,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:56:46,2239912,88058,1899,2401,4475,2026-05-28 13:48:08,2026-06-23 12:00:00
262,cluster_manager-prod-use2-eks-h021,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:57:06,1677733,81421,28773,171,960,2026-06-04 01:57:47,2026-06-23 12:00:00
263,cluster_manager-prod-use2-eks-h022,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:56:17,1036551,17146,24958,717,612,2026-06-11 12:04:09,2026-06-23 12:00:00
264,cluster_manager-prod-use2-eks-h023,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:58:20,1394510,306442,1017,2891,2164,2026-06-07 08:38:10,2026-06-23 12:00:00
265,cluster_manager-prod-use2-eks-h024,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:58:04,2573073,144806,27340,3394,6199,2026-05-24 17:15:27,2026-06-23 12:00:00
266,cluster_manager-prod-use2-eks-h025,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:59:28,316110,168623,7180,2771,5026,2026-06-19 20:11:30,2026-06-23 12:00:00
267,cluster_manager-prod-use2-eks-h026,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:59:00,450345,242665,36292,2292,5691,2026-06-18 06:54:15,2026-06-23 12:00:00
268,cluster_manager-prod-use2-eks-h027,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:56:35,9496,415076,33767,3929,914,2026-06-23 09:21:44,2026-06-23 12:00:00
269,cluster_manager-prod-use2-eks-h028,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:58:57,1071378,282232,19226,3652,2321,2026-06-11 02:23:42,2026-06-23 12:00:00
270,cluster_manager-prod-use2-eks-h029,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:59:03,2522370,213449,18806,3479,363,2026-05-25 07:20:30,2026-06-23 12:00:00
271,cluster_manager-prod-use2-eks-h030,cluster_manager,manager,prod-use2-eks,prod,active,2026-06-23 11:57:01,805673,260715,17420,690,2676,2026-06-14 04:12:07,2026-06-23 12:00:00
272,cluster_manager-prod-use2-eks-h031,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:56:55,227288,142616,26313,3762,4636,2026-06-20 20:51:52,2026-06-23 12:00:00
273,cluster_manager-prod-use2-eks-h032,cluster_manager,manager,prod-use2-eks,prod,degraded,2026-06-23 11:55:25,813935,419829,14280,1583,7757,2026-06-14 01:54:25,2026-06-23 12:00:00
274,cluster_manager-prod-use2-eks-h033,cluster_manager,manager,prod-use2-eks,prod,stopped,2026-06-23 11:57:47,758280,191330,14549,1320,907,2026-06-14 17:22:00,2026-06-23 12:00:00
